STATE,COUNTY,COUNTYFIPS,NRI_ID,POPULATION,AREA,RISK_RATNG
Alabama,AUTAUGA,1,C01001,58764,610.47050844,Relatively Low
Alabama,BALDWIN,3,C01003,231365,2047.73877477,Relatively High
Alabama,BARBOUR,5,C01005,25160,913.64651118,Relatively Low
Alabama,BIBB,7,C01007,22239,632.4867978000001,Very Low
Alabama,BLOUNT,9,C01009,58992,657.1965546900001,Relatively Low
Alabama,BULLOCK,11,C01011,10326,631.45451226,Very Low
Alabama,BUTLER,13,C01013,19015,785.73446055,Relatively Low
Alabama,CALHOUN,15,C01015,116250,618.45514341,Relatively Moderate
Alabama,CHAMBERS,17,C01017,34738,609.20234739,Very Low
Alabama,CHEROKEE,19,C01019,24933,606.03334623,Very Low
Alabama,CHILTON,21,C01021,44999,707.86207089,Relatively Low
Alabama,CHOCTAW,23,C01023,12632,930.15561678,Relatively Low
Alabama,CLARKE,25,C01025,23038,1265.21927025,Relatively Low
Alabama,CLAY,27,C01027,14212,612.11944638,Very Low
Alabama,CLEBURNE,29,C01029,15040,566.6772813,Very Low
Alabama,COFFEE,31,C01031,53391,687.36451563,Relatively Moderate
Alabama,COLBERT,33,C01033,57133,629.81203974,Relatively Low
Alabama,CONECUH,35,C01035,11582,861.36955008,Very Low
Alabama,COOSA,37,C01037,10320,673.0768652400001,Very Low
Alabama,COVINGTON,39,C01039,37519,1054.31055951,Relatively Moderate
Alabama,CRENSHAW,41,C01041,13179,617.11311675,Very Low
Alabama,CULLMAN,43,C01043,87660,762.64340763,Relatively Low
Alabama,DALE,45,C01045,49224,568.35772695,Relatively Low
Alabama,DALLAS,47,C01047,38341,1003.87731054,Relatively Low
Alabama,DEKALB,49,C01049,71379,786.52368522,Relatively Low
Alabama,ELMORE,51,C01051,87755,663.67343913,Relatively Low
Alabama,ESCAMBIA,53,C01053,36706,962.76181872,Relatively Moderate
Alabama,ETOWAH,55,C01055,103320,554.1664986000001,Relatively Low
Alabama,FAYETTE,57,C01057,16298,635.70941265,Very Low
Alabama,FRANKLIN,59,C01059,31999,653.0492783100001,Relatively Low
Alabama,GENEVA,61,C01061,26621,584.7955779900001,Relatively Low
Alabama,GREENE,63,C01063,7714,666.5872972200001,Very Low
Alabama,HALE,65,C01065,14753,663.12887901,Very Low
Alabama,HENRY,67,C01067,17074,574.04624589,Relatively Low
Alabama,HOUSTON,69,C01069,107125,587.54968467,Relatively Moderate
Alabama,JACKSON,71,C01071,52501,1138.16795079,Relatively Low
Alabama,JEFFERSON,73,C01073,673766,1135.4982405,Relatively High
Alabama,LAMAR,75,C01075,13961,611.57669118,Very Low
Alabama,LAUDERDALE,77,C01077,93509,726.86446053,Relatively Low
Alabama,LAWRENCE,79,C01079,33012,724.44318726,Relatively Low
Alabama,LEE,81,C01081,173871,622.0669903500001,Relatively Low
Alabama,LIMESTONE,83,C01083,101053,613.3169292900001,Relatively Low
Alabama,LOWNDES,85,C01085,10307,732.38999847,Very Low
Alabama,MACON,87,C01087,19491,619.39842978,Very Low
Alabama,MADISON,89,C01089,387825,820.91982609,Relatively Moderate
Alabama,MARENGO,91,C01091,19291,992.59166019,Very Low
Alabama,MARION,93,C01093,29281,751.07786442,Relatively Low
Alabama,MARSHALL,95,C01095,97552,629.4714933,Relatively Moderate
Alabama,MOBILE,97,C01097,414514,1660.64937207,Relatively High
Alabama,MONROE,99,C01099,19743,1044.84094767,Relatively Low
Alabama,MONTGOMERY,101,C01101,228847,807.98740347,Relatively Moderate
Alabama,MORGAN,103,C01103,123349,605.09744607,Relatively Moderate
Alabama,PERRY,105,C01105,8480,731.18697873,Very Low
Alabama,PICKENS,107,C01107,19095,899.12789148,Very Low
Alabama,PIKE,109,C01109,32965,679.76396046,Relatively Low
Alabama,RANDOLPH,111,C01111,21932,590.0315346900001,Very Low
Alabama,RUSSELL,113,C01113,59131,653.7245933400001,Very Low
Alabama,ST. CLAIR,115,C01115,90899,659.95469085,Relatively Low
Alabama,SHELBY,117,C01117,222782,817.66149153,Relatively Moderate
Alabama,SUMTER,119,C01119,12322,922.55818044,Relatively Low
Alabama,TALLADEGA,121,C01121,81988,767.99618103,Relatively Low
Alabama,TALLAPOOSA,123,C01123,41279,773.98970064,Relatively Low
Alabama,TUSCALOOSA,125,C01125,226701,1364.87655993,Relatively Moderate
Alabama,WALKER,127,C01127,65276,813.32187378,Relatively Low
Alabama,WASHINGTON,129,C01129,15333,1099.55546181,Relatively Low
Alabama,WILCOX,131,C01131,10548,916.5517725,Very Low
Alabama,WINSTON,133,C01133,23478,638.2472214300001,Very Low
Alaska,ALEUTIANS EAST,13,C02013,3374,15167.69422857,Very Low
Alaska,ALEUTIANS WEST,16,C02016,5168,14258.99310381,Very Low
Alaska,ANCHORAGE,20,C02020,290985,1966.33848294,Relatively Moderate
Alaska,BETHEL,50,C02050,18633,46015.5070713,Very Low
Alaska,BRISTOL BAY,60,C02060,843,857.25566355,Very Low
Alaska,CHUGACH,63,C02063,7011,15296.22786159,Very Low
Alaska,COPPER RIVER,66,C02066,2596,25416.20855631,Very Low
Alaska,DENALI,68,C02068,1615,12794.44579101,Very Low
Alaska,DILLINGHAM,70,C02070,4845,20837.19499836,Very Low
Alaska,FAIRBANKS NORTH STAR,90,C02090,95579,7510.00049943,Relatively Low
Alaska,HAINES,100,C02100,2080,2773.1235776400003,Very Low
Alaska,HOONAH-ANGOON,105,C02105,2313,9665.3410074,Very Low
Alaska,JUNEAU,110,C02110,32108,3287.55867492,Very Low
Alaska,KENAI PENINSULA,122,C02122,58731,24970.18198896,Relatively Moderate
Alaska,KETCHIKAN GATEWAY,130,C02130,13937,6720.087731760001,Very Low
Alaska,KODIAK ISLAND,150,C02150,13076,12274.443324,Relatively Low
Alaska,KUSILVAK,158,C02158,8356,19857.07452066,Very Low
Alaska,LAKE AND PENINSULA,164,C02164,1472,34208.40537387,Very Low
Alaska,MATANUSKA-SUSITNA,170,C02170,107000,25520.57823822,Relatively Moderate
Alaska,NOME,180,C02180,10031,28575.84303717,Very Low
Alaska,NORTH SLOPE,185,C02185,10651,95785.24136883,Very Low
Alaska,NORTHWEST ARCTIC,188,C02188,7726,41029.84917837,Very Low
Alaska,PETERSBURG,195,C02195,3393,3860.41972875,Very Low
Alaska,PRINCE OF WALES-HYDER,198,C02198,5714,11019.64813833,Very Low
Alaska,SITKA,220,C02220,8434,4863.75368622,Very Low
Alaska,SKAGWAY,230,C02230,1238,449.53944321,Very Low
Alaska,SOUTHEAST FAIRBANKS,240,C02240,6763,25374.16763388,Relatively Low
Alaska,WRANGELL,275,C02275,2120,3511.70517555,Very Low
Alaska,YAKUTAT,282,C02282,647,9254.82805689,Very Low
Alaska,YUKON-KOYUKUK,290,C02290,5280,149363.6402232,Very Low
Arizona,APACHE,1,C04001,65844,11332.47840972,Very Low
Arizona,COCHISE,3,C04003,125169,6279.328645590001,Relatively Moderate
Arizona,COCONINO,5,C04005,144629,18849.77909997,Relatively Moderate
Arizona,GILA,7,C04007,53118,4843.228836810001,Relatively Moderate
Arizona,GRAHAM,9,C04009,38453,4687.05206541,Relatively Low
Arizona,GREENLEE,11,C04011,9527,1866.10106085,Very Low
Arizona,LA PAZ,12,C04012,16451,4556.2143510000005,Relatively Low
Arizona,MARICOPA,13,C04013,4418836,9319.14175335,Relatively High
Arizona,MOHAVE,15,C04015,212833,13596.73630692,Relatively Moderate
Arizona,NAVAJO,17,C04017,106501,10059.3428676,Relatively Low
Arizona,PIMA,19,C04019,1042716,9283.43945334,Relatively Moderate
Arizona,PINAL,21,C04021,424095,5428.9405216800005,Relatively Moderate
Arizona,SANTA CRUZ,23,C04023,47632,1249.91937564,Relatively Low
Arizona,YAVAPAI,25,C04025,235830,8209.36574406,Relatively Moderate
Arizona,YUMA,27,C04027,203299,5574.6709005,Relatively Moderate
Arkansas,ARKANSAS,1,C05001,17079,1049.22887472,Relatively Low
Arkansas,ASHLEY,3,C05003,19013,949.9106576700002,Relatively Low
Arkansas,BAXTER,5,C05005,41603,592.63141119,Relatively Low
Arkansas,BENTON,7,C05007,284135,893.25608307,Relatively Moderate
Arkansas,BOONE,9,C05009,37314,608.07759753,Relatively Low
Arkansas,BRADLEY,11,C05011,10528,659.4278425800001,Very Low
Arkansas,CALHOUN,13,C05013,4734,638.8017608700001,Very Low
Arkansas,CARROLL,15,C05015,28225,645.1524553500001,Relatively Low
Arkansas,CHICOT,17,C05017,10180,698.1693622800001,Relatively Low
Arkansas,CLARK,19,C05019,21403,891.86009289,Relatively Low
Arkansas,CLAY,21,C05021,14532,647.82105843,Relatively Low
Arkansas,CLEBURNE,23,C05023,24667,598.1168934000001,Relatively Low
Arkansas,CLEVELAND,25,C05025,7546,604.94899725,Very Low
Arkansas,COLUMBIA,27,C05027,22769,774.5730361200002,Relatively Low
Arkansas,CONWAY,29,C05029,20697,572.2142478000001,Relatively Low
Arkansas,CRAIGHEAD,31,C05031,111202,719.88604623,Relatively Moderate
Arkansas,CRAWFORD,33,C05033,60118,612.01082475,Relatively Low
Arkansas,CRITTENDEN,35,C05035,48103,650.9106828900001,Relatively Low
Arkansas,CROSS,37,C05037,16824,628.54137762,Relatively Low
Arkansas,DALLAS,39,C05039,6477,674.73497403,Very Low
Arkansas,DESHA,41,C05041,11357,820.9174205700001,Very Low
Arkansas,DREW,43,C05043,17320,844.35586677,Very Low
Arkansas,FAULKNER,45,C05045,123427,670.7916423,Relatively Moderate
Arkansas,FRANKLIN,47,C05047,17065,626.3894707200001,Relatively Low
Arkansas,FULTON,49,C05049,12050,626.75858193,Very Low
Arkansas,GARLAND,51,C05051,100056,741.95608656,Relatively Moderate
Arkansas,GRANT,53,C05053,17894,639.39349617,Very Low
Arkansas,GREENE,55,C05055,45653,585.22521564,Relatively Low
Arkansas,HEMPSTEAD,57,C05057,20040,748.47881745,Relatively Low
Arkansas,HOT SPRING,59,C05059,33028,628.45493724,Relatively Low
Arkansas,HOWARD,61,C05061,12764,601.58683338,Very Low
Arkansas,INDEPENDENCE,63,C05063,37877,779.31943674,Relatively Low
Arkansas,IZARD,65,C05065,13545,589.7692659300001,Relatively Low
Arkansas,JACKSON,67,C05067,16727,647.9183049300001,Relatively Low
Arkansas,JEFFERSON,69,C05069,67108,925.27161363,Relatively Moderate
Arkansas,JOHNSON,71,C05071,25685,690.8848069500001,Relatively Low
Arkansas,LAFAYETTE,73,C05073,6303,551.59883805,Very Low
Arkansas,LAWRENCE,75,C05075,16184,598.2935595,Relatively Low
Arkansas,LEE,77,C05077,8594,628.42713414,Relatively Low
Arkansas,LINCOLN,79,C05079,12931,575.5198729800001,Very Low
Arkansas,LITTLE RIVER,81,C05081,12005,569.03273856,Very Low
Arkansas,LOGAN,83,C05083,21102,737.32331517,Relatively Low
Arkansas,LONOKE,85,C05085,74002,811.4969292300002,Relatively Low
Arkansas,MADISON,87,C05087,16496,845.55722472,Relatively Low
Arkansas,MARION,89,C05089,16754,646.72786854,Very Low
Arkansas,MILLER,91,C05091,42561,644.7113283,Relatively Low
Arkansas,MISSISSIPPI,93,C05093,40536,939.3674713800002,Relatively Moderate
Arkansas,MONROE,95,C05095,6781,627.52738347,Relatively Low
Arkansas,MONTGOMERY,97,C05097,8481,808.99376571,Very Low
Arkansas,NEVADA,99,C05099,8255,626.9473466100001,Very Low
Arkansas,NEWTON,101,C05101,7210,831.6758716500002,Very Low
Arkansas,OUACHITA,103,C05103,22627,747.2104251300002,Relatively Low
Arkansas,PERRY,105,C05105,10019,566.47068075,Very Low
Arkansas,PHILLIPS,107,C05107,16523,734.75650716,Relatively Low
Arkansas,PIKE,109,C05109,10148,620.1570219,Very Low
Arkansas,POINSETT,111,C05111,22933,771.36859995,Relatively Low
Arkansas,POLK,113,C05113,19179,870.37146729,Very Low
Arkansas,POPE,115,C05115,63305,839.3563776,Relatively Moderate
Arkansas,PRAIRIE,117,C05117,8271,682.3861473000001,Relatively Low
Arkansas,PULASKI,119,C05119,398830,815.48924613,Relatively Moderate
Arkansas,RANDOLPH,121,C05121,18571,662.53855668,Relatively Low
Arkansas,ST. FRANCIS,123,C05123,23033,648.9992289300001,Relatively Low
Arkansas,SALINE,125,C05125,123011,737.8393194900002,Relatively Low
Arkansas,SCOTT,127,C05127,9827,907.46921109,Very Low
Arkansas,SEARCY,129,C05129,7772,675.0756792000001,Very Low
Arkansas,SEBASTIAN,131,C05131,127706,549.74735478,Relatively Moderate
Arkansas,SEVIER,133,C05133,15824,587.1725145,Very Low
Arkansas,SHARP,135,C05135,17262,612.76002372,Relatively Low
Arkansas,STONE,137,C05137,12346,615.73930782,Relatively Low
Arkansas,UNION,139,C05139,39006,1065.97668138,Relatively Low
Arkansas,VAN BUREN,141,C05141,15758,731.23701846,Relatively Low
Arkansas,WASHINGTON,143,C05143,245782,961.87394589,Relatively Moderate
Arkansas,WHITE,145,C05145,76780,1052.5343634,Relatively Moderate
Arkansas,WOODRUFF,147,C05147,6263,600.0934254900001,Relatively Low
Arkansas,YELL,149,C05149,20235,957.69011247,Relatively Low
California,ALAMEDA,1,C06001,1678284,829.49886279,Very High
California,ALPINE,3,C06003,1198,750.69146529,Very Low
California,AMADOR,5,C06005,40427,612.0676341000001,Relatively Low
California,BUTTE,7,C06007,211490,1694.06220711,Relatively High
California,CALAVERAS,9,C06009,45237,1047.39447072,Relatively Moderate
California,COLUSA,11,C06011,21811,1168.02722829,Relatively Moderate
California,CONTRA COSTA,13,C06013,1165466,812.02574349,Very High
California,DEL NORTE,15,C06015,27709,1242.09566052,Relatively Moderate
California,EL DORADO,17,C06017,190978,1804.39429248,Relatively Moderate
California,FRESNO,19,C06019,1007944,6071.8121841,Relatively High
California,GLENN,21,C06021,28889,1340.37292155,Relatively Moderate
California,HUMBOLDT,23,C06023,135972,4093.16359335,Relatively High
California,IMPERIAL,25,C06025,179319,4525.87668897,Relatively High
California,INYO,27,C06027,18979,10330.34495649,Relatively Low
California,KERN,29,C06029,908530,8247.345137850001,Relatively High
California,KINGS,31,C06031,152259,1406.24882307,Relatively Moderate
California,LAKE,33,C06033,68074,1342.84835646,Relatively Moderate
California,LASSEN,35,C06035,32683,4767.766227900001,Relatively Low
California,LOS ANGELES,37,C06037,10005712,4797.38355018,Very High
California,MADERA,39,C06039,156146,2174.97672132,Relatively Moderate
California,MARIN,41,C06041,262172,836.53731915,Relatively High
California,MARIPOSA,43,C06043,17060,1477.5921615000002,Relatively Low
California,MENDOCINO,45,C06045,91247,3917.30541813,Relatively Moderate
California,MERCED,47,C06047,281054,1998.62705913,Relatively Moderate
California,MODOC,49,C06049,8672,4245.68858766,Relatively Low
California,MONO,51,C06051,13147,3163.4149583400003,Relatively Low
California,MONTEREY,53,C06053,438599,3809.2926378,Relatively High
California,NAPA,55,C06055,137956,796.49527308,Relatively High
California,NEVADA,57,C06057,102095,983.62652466,Relatively Moderate
California,ORANGE,59,C06059,3183647,959.30460756,Very High
California,PLACER,61,C06061,404590,1517.40140994,Relatively Moderate
California,PLUMAS,63,C06063,19746,2639.8274799,Relatively Low
California,RIVERSIDE,65,C06065,2416838,7376.80539999,Very High
California,SACRAMENTO,67,C06067,1584652,1004.40071433,Relatively High
California,SAN BENITO,69,C06069,64102,1404.51105015,Relatively Moderate
California,SAN BERNARDINO,71,C06071,2179979,20308.29540012,Very High
California,SAN DIEGO,73,C06073,3295981,4571.49119037,Very High
California,SAN FRANCISCO,75,C06075,873808,234.25501281,Relatively High
California,SAN JOAQUIN,77,C06077,778512,1441.14756123,Relatively High
California,SAN LUIS OBISPO,79,C06079,280370,3652.26853056,Relatively Moderate
California,SAN MATEO,81,C06081,763661,748.4279197200002,Relatively High
California,SANTA BARBARA,83,C06083,447998,3825.92875704,Relatively High
California,SANTA CLARA,85,C06085,1934625,1317.2205423,Very High
California,SANTA CRUZ,87,C06087,270408,613.2897474600001,Relatively High
California,SHASTA,89,C06089,181918,3886.2367206,Relatively Moderate
California,SIERRA,91,C06091,3200,971.87753988,Very Low
California,SISKIYOU,93,C06093,43940,6412.02238833,Relatively Moderate
California,SOLANO,95,C06095,452833,915.38734521,Relatively High
California,SONOMA,97,C06097,488330,1785.7891077,Relatively High
California,STANISLAUS,99,C06099,552683,1529.19743613,Relatively High
California,SUTTER,101,C06101,99621,614.55694716,Relatively High
California,TEHAMA,103,C06103,65755,2992.07865996,Relatively Moderate
California,TRINITY,105,C06105,15882,3239.9924817,Relatively Low
California,TULARE,107,C06107,472585,4887.1296696300005,Relatively High
California,TUOLUMNE,109,C06109,55536,2297.41280925,Relatively Moderate
California,VENTURA,111,C06111,843136,2228.83747944,Relatively High
California,YOLO,113,C06113,216393,1033.89901329,Relatively High
California,YUBA,115,C06115,81512,650.50906362,Relatively Moderate
Colorado,ADAMS,1,C08001,519291,1195.55792733,Relatively Moderate
Colorado,ALAMOSA,3,C08003,16357,730.59225837,Very Low
Colorado,ARAPAHOE,5,C08005,654201,813.63758697,Relatively Moderate
Colorado,ARCHULETA,7,C08007,13356,1369.07644029,Very Low
Colorado,BACA,9,C08009,3490,2583.18167601,Very Low
Colorado,BENT,11,C08011,5639,1556.64469974,Very Low
Colorado,BOULDER,13,C08013,330652,747.94618821,Relatively Moderate
Colorado,BROOMFIELD,14,C08014,74051,33.88681023,Relatively Low
Colorado,CHAFFEE,15,C08015,19470,1025.19911013,Very Low
Colorado,CHEYENNE,17,C08017,1748,1799.41323471,Very Low
Colorado,CLEAR CREEK,19,C08019,9391,400.33849518000005,Very Low
Colorado,CONEJOS,21,C08021,7453,1304.02697373,Very Low
Colorado,COSTILLA,23,C08023,3420,1243.42967034,Very Low
Colorado,CROWLEY,25,C08025,5922,808.41183267,Very Low
Colorado,CUSTER,27,C08027,4686,747.39448875,Very Low
Colorado,DELTA,29,C08029,31182,1160.2023303,Very Low
Colorado,DENVER,31,C08031,715210,156.2874729,Relatively Moderate
Colorado,DOLORES,33,C08033,2322,1079.00311311,Very Low
Colorado,DOUGLAS,35,C08035,357700,851.37833937,Relatively Low
Colorado,EAGLE,37,C08037,55552,1708.87269813,Very Low
Colorado,ELBERT,39,C08039,26043,1869.69359421,Very Low
Colorado,EL PASO,41,C08041,729693,2150.63999358,Relatively Moderate
Colorado,FREMONT,43,C08043,48877,1550.22696231,Very Low
Colorado,GARFIELD,45,C08045,61566,2985.6465178800004,Relatively Low
Colorado,GILPIN,47,C08047,5803,151.90453278,Very Low
Colorado,GRAND,49,C08049,15695,1888.44351618,Very Low
Colorado,GUNNISON,51,C08051,16897,3292.5380085,Very Low
Colorado,HINSDALE,53,C08053,788,1134.48627123,Very Low
Colorado,HUERFANO,55,C08055,6808,1609.35387249,Very Low
Colorado,JACKSON,57,C08057,1355,1637.32929672,Very Low
Colorado,JEFFERSON,59,C08059,582825,781.87468086,Relatively Moderate
Colorado,KIOWA,61,C08061,1446,1803.99823656,Very Low
Colorado,KIT CARSON,63,C08063,7070,2183.5140132,Relatively Low
Colorado,LAKE,65,C08065,7405,387.78769731,Very Low
Colorado,LA PLATA,67,C08067,55533,1716.74016384,Relatively Low
Colorado,LARIMER,69,C08069,358792,2660.57947779,Relatively Moderate
Colorado,LAS ANIMAS,71,C08071,14491,4823.82522063,Very Low
Colorado,LINCOLN,73,C08073,5675,2612.58621351,Very Low
Colorado,LOGAN,75,C08075,21526,1863.54149592,Relatively Low
Colorado,MESA,77,C08077,155647,3374.80251459,Very Low
Colorado,MINERAL,79,C08079,863,886.63818243,Very Low
Colorado,MOFFAT,81,C08081,13270,4798.85142048,Very Low
Colorado,MONTEZUMA,83,C08083,25806,2060.44730307,Very Low
Colorado,MONTROSE,85,C08085,42636,2265.48925785,Very Low
Colorado,MORGAN,87,C08087,29096,1306.93078854,Relatively Low
Colorado,OTERO,89,C08089,18678,1282.52157384,Very Low
Colorado,OURAY,91,C08091,4859,547.68437685,Very Low
Colorado,PARK,93,C08093,17300,2232.62712387,Very Low
Colorado,PHILLIPS,95,C08095,4523,694.9904457600001,Very Low
Colorado,PITKIN,97,C08097,17292,983.02521759,Very Low
Colorado,PROWERS,99,C08099,11979,1660.92211857,Very Low
Colorado,PUEBLO,101,C08101,168034,2421.97179276,Relatively Low
Colorado,RIO BLANCO,103,C08103,6520,3255.38581875,Very Low
Colorado,RIO GRANDE,105,C08105,11498,921.54674703,Very Low
Colorado,ROUTT,107,C08107,24767,2392.03947255,Very Low
Colorado,SAGUACHE,109,C08109,6323,3202.29086151,Very Low
Colorado,SAN JUAN,111,C08111,699,392.22167439,Very Low
Colorado,SAN MIGUEL,113,C08113,8002,1301.74596903,Very Low
Colorado,SEDGWICK,115,C08115,2395,554.95040679,Very Low
Colorado,SUMMIT,117,C08117,31040,625.51092357,Very Low
Colorado,TELLER,119,C08119,24661,564.6334402800001,Relatively Low
Colorado,WASHINGTON,121,C08121,4806,2549.43553488,Very Low
Colorado,WELD,123,C08123,328800,4057.29582453,Relatively Moderate
Colorado,YUMA,125,C08125,9960,2392.61030697,Relatively Low
Connecticut,FAIRFIELD,1,C09001,957322,845.49852738,Relatively High
Connecticut,HARTFORD,3,C09003,898547,758.19422172,Relatively Moderate
Connecticut,LITCHFIELD,5,C09005,185062,954.12467436,Relatively Low
Connecticut,MIDDLESEX,7,C09007,164179,443.49742866,Relatively Low
Connecticut,NEW HAVEN,9,C09009,864495,870.77152188,Relatively Moderate
Connecticut,NEW LONDON,11,C09011,268434,779.75604018,Relatively Moderate
Connecticut,TOLLAND,13,C09013,149768,421.3392924,Relatively Low
Connecticut,WINDHAM,15,C09015,116384,526.48301316,Relatively Low
Delaware,KENT,1,C10001,181705,806.39052507,Relatively Moderate
Delaware,NEW CASTLE,3,C10003,570089,499.01426094,Relatively Moderate
Delaware,SUSSEX,5,C10005,237214,1208.5005933,Relatively Moderate
District of Columbia,DISTRICT OF COLUMBIA,1,C11001,688888,69.04009554000001,Relatively Moderate
Florida,ALACHUA,1,C12001,277984,978.5891068200002,Relatively Moderate
Florida,BAKER,3,C12003,27852,594.9157854900001,Very Low
Florida,BAY,5,C12005,174869,1481.52779814,Relatively High
Florida,BRADFORD,7,C12007,28233,303.52425519,Relatively Low
Florida,BREVARD,9,C12009,606067,1572.75439347,Relatively High
Florida,BROWARD,11,C12011,1940829,1321.63714722,Very High
Florida,CALHOUN,13,C12013,13597,580.11135858,Relatively Low
Florida,CHARLOTTE,15,C12015,186734,956.79841803,Relatively High
Florida,CITRUS,17,C12017,153476,970.44050298,Relatively High
Florida,CLAY,19,C12019,218078,650.04055896,Relatively Moderate
Florida,COLLIER,21,C12021,375443,2631.33856752,Relatively High
Florida,COLUMBIA,23,C12023,69648,809.40767076,Relatively Moderate
Florida,DESOTO,27,C12027,33898,645.55738221,Relatively Moderate
Florida,DIXIE,29,C12029,16706,1053.92706978,Relatively Low
Florida,DUVAL,31,C12031,994675,927.73559307,Relatively High
Florida,ESCAMBIA,33,C12033,321367,1137.07483968,Relatively High
Florida,FLAGLER,35,C12035,115270,576.5910949500001,Relatively Moderate
Florida,FRANKLIN,37,C12037,12426,1435.95639993,Relatively Low
Florida,GADSDEN,39,C12039,43693,533.86341216,Relatively Low
Florida,GILCHRIST,41,C12041,17826,358.82640846000004,Relatively Low
Florida,GLADES,43,C12043,12052,997.21178037,Relatively Low
Florida,GULF,45,C12045,14176,802.57073091,Relatively Low
Florida,HAMILTON,47,C12047,13941,524.29625118,Relatively Low
Florida,HARDEE,49,C12049,25302,644.5800929100001,Relatively Low
Florida,HENDRY,51,C12051,39371,1201.38523362,Relatively Moderate
Florida,HERNANDO,53,C12053,194448,722.63249448,Relatively High
Florida,HIGHLANDS,55,C12055,101136,1117.89382848,Relatively Moderate
Florida,HILLSBOROUGH,57,C12057,1458282,1345.38622101,Very High
Florida,HOLMES,59,C12059,19618,493.9843155,Relatively Moderate
Florida,INDIAN RIVER,61,C12061,159719,623.13527016,Relatively High
Florida,JACKSON,63,C12063,47249,964.20045111,Relatively Moderate
Florida,JEFFERSON,65,C12065,14359,679.4121874800001,Relatively Low
Florida,LAFAYETTE,67,C12067,8205,553.43897739,Relatively Low
Florida,LAKE,69,C12069,383042,1168.44011154,Relatively Moderate
Florida,LEE,71,C12071,759922,1530.12078414,Relatively High
Florida,LEON,73,C12073,292157,708.87743472,Relatively Moderate
Florida,LEVY,75,C12075,42750,1607.0166360300002,Relatively Moderate
Florida,LIBERTY,77,C12077,6344,851.6357998200002,Very Low
Florida,MADISON,79,C12079,17964,722.91785631,Relatively Low
Florida,MANATEE,81,C12081,399485,973.76323902,Relatively High
Florida,MARION,83,C12083,375566,1679.44755381,Relatively High
Florida,MARTIN,85,C12085,158246,760.72731111,Relatively High
Florida,MIAMI-DADE,86,C12086,2698679,2413.44201345,Very High
Florida,MONROE,87,C12087,82390,5342.96471592,Relatively High
Florida,NASSAU,89,C12089,90123,733.24903665,Relatively Moderate
Florida,OKALOOSA,91,C12091,211293,1259.27485359,Relatively High
Florida,OKEECHOBEE,93,C12093,39455,900.91979913,Relatively Moderate
Florida,ORANGE,95,C12095,1428790,1013.56463052,Relatively High
Florida,OSCEOLA,97,C12097,387795,1521.1809732600002,Relatively Moderate
Florida,PALM BEACH,99,C12099,1489461,2407.25980599,Very High
Florida,PASCO,101,C12101,561566,1025.00220264,Relatively High
Florida,PINELLAS,103,C12103,958822,871.24965096,Relatively High
Florida,POLK,105,C12105,721918,2030.70801999,Relatively High
Florida,PUTNAM,107,C12107,73208,835.26898455,Relatively Moderate
Florida,ST. JOHNS,109,C12109,273175,829.82830437,Relatively Moderate
Florida,ST. LUCIE,111,C12111,328876,694.7851014,Relatively High
Florida,SANTA ROSA,113,C12113,187714,1234.50652143,Relatively High
Florida,SARASOTA,115,C12115,433908,985.40036985,Relatively High
Florida,SEMINOLE,117,C12117,470586,348.8253912,Relatively High
Florida,SUMTER,119,C12119,129698,585.6790446,Relatively Moderate
Florida,SUWANNEE,121,C12121,43427,699.2448375900001,Relatively Low
Florida,TAYLOR,123,C12123,21690,1527.16241145,Relatively Low
Florida,UNION,125,C12125,16088,252.27304596,Very Low
Florida,VOLUSIA,127,C12127,551829,1446.89847198,Relatively High
Florida,WAKULLA,129,C12129,33756,926.14349958,Relatively Low
Florida,WALTON,131,C12131,75211,1423.67752917,Relatively Moderate
Florida,WASHINGTON,133,C12133,25288,622.1725185,Relatively Moderate
Georgia,APPLING,1,C13001,18314,517.43300193,Relatively Low
Georgia,ATKINSON,3,C13003,8264,348.01199589000004,Very Low
Georgia,BACON,5,C13005,11116,288.70784631000004,Relatively Low
Georgia,BAKER,7,C13007,2855,352.66297326,Very Low
Georgia,BALDWIN,9,C13009,43775,270.98418633,Very Low
Georgia,BANKS,11,C13011,18018,236.77285476,Very Low
Georgia,BARROW,13,C13013,83288,164.57707539,Relatively Low
Georgia,BARTOW,15,C13015,108726,474.2162435400001,Relatively Low
Georgia,BEN HILL,17,C13017,17137,256.47043383,Very Low
Georgia,BERRIEN,19,C13019,18160,462.50516949,Relatively Low
Georgia,BIBB,21,C13021,157280,257.4792909,Relatively Low
Georgia,BLECKLEY,23,C13023,12537,221.34354255,Very Low
Georgia,BRANTLEY,25,C13025,17976,451.72289019,Relatively Low
Georgia,BROOKS,27,C13027,16297,502.8258440400001,Relatively Low
Georgia,BRYAN,29,C13029,44426,459.043845,Relatively Moderate
Georgia,BULLOCH,31,C13031,80942,695.58956844,Relatively Moderate
Georgia,BURKE,33,C13033,24347,843.41193885,Relatively Low
Georgia,BUTTS,35,C13035,25426,189.93952887,Very Low
Georgia,CALHOUN,37,C13037,5573,286.44055908,Very Low
Georgia,CAMDEN,39,C13039,54619,789.80119179,Relatively Moderate
Georgia,CANDLER,43,C13043,10953,251.3702217,Very Low
Georgia,CARROLL,45,C13045,119058,508.86314037000005,Relatively Low
